Specified Values,Specified Attribute Names,productivity_class,Fitness,Accuracy,Numerosity,Avg Match Set Size,TimeStamp GA,Iteration Initialized,Specificity,Deletion Probability,Correct Count,Match Count 
"3.0, 8.0, [-6006.33,6172.33], 3.0, [28.439549999999997,71.40045], 2.0, 2.0, 3.0, 6.0, [9.528,21.885685859834005], [58.53,83.47], 2.0, 1.0, [53.269999999999996,76.73], [4.622999999999999,7.520465121882961], [5.255,14.285], [5.4864,11.1536], [4.8508,8.7692]","quarter, industry, num_employees, company_age_group, ai_adoption_rate, ai_adoption_stage, ai_primary_tool, num_ai_tools_used, ai_use_case, ai_budget_percentage, regulatory_compliance_score, data_privacy_level, ai_ethics_committee, ai_risk_management_score, employee_satisfaction_score, time_saved_per_week, cost_reduction_percent, customer_satisfaction",2.0,0.1,1.0,1,1.0,4473,4473,0.45,0.00048566731389585355,0,0
"2024.0, 2.0, [2.7800000000000002,13.219999999999999], 2.0, 6.0, 1.0, [-2468.7766500000002,3224.7766500000002], [7.45,16.55], 3.0, [8.871200000000002,45.0488], 2.0, 1.0, [20.4675,44.8925], [6.00625,7.91375], [-401.11,456.56840651265225], [-371.055,417.055], [4.937200000000001,7.0228], 0.0, 1.0","survey_year, quarter, country, region, industry, company_size, annual_revenue_usd_millions, company_age, company_age_group, ai_adoption_rate, num_ai_tools_used, ai_ethics_committee, remote_work_percentage, employee_satisfaction_score, jobs_displaced, jobs_created, customer_satisfaction, survey_source, data_collection_method",1.0,0.1,1.0,1,1.5,4475,4475,0.475,0.0007285009708437803,0,0
"0.0, [12.17,27.83], 3.0, [-1905.2349999999997,3791.2349999999997], [1986.28,1999.72], [25.575,36.425], 2.0, [2.0500000000000003,7.949999999999999], 4.0, [-8.3254,36.4854], [0.08599999999999941,14.334], [-140553.1116,162657.4116], [7.955499999999994,63.6445], [3.78925,6.350750000000001], [-393.11,415.11], [-408.66499999999996,468.66499999999996], [3.5515999999999996,6.6484], 1.0, 0.0","quarter, country, industry, num_employees, company_founding_year, company_age, company_age_group, years_using_ai, ai_primary_tool, ai_training_hours, ai_budget_percentage, ai_investment_per_employee, remote_work_percentage, employee_satisfaction_score, jobs_displaced, jobs_created, customer_satisfaction, survey_source, data_collection_method",1.0,1.0,1.0,1,1.0,4476,4476,0.475,0.00048566731389585355,1,1
"2023.0, [-8.860000000000001,10.860000000000001], [-2591.8050000000003,2711.8050000000003], [1994.72,2005.28], 1.0, [-1.2280000000000015,10.828000000000001], [0.08879999999999996,0.48919999999999997], [20.05875,29.861250000000002], [65.46,80.54], 1.0, [5.3725000000000005,7.0075], [-0.015399999999999636,25.8754], [-222.04999999999998,224.04999999999998], [-623.56,633.56], [-11.808250000000001,4.7082500000000005], [34.82,65.18], [2.8768,4.5832]","survey_year, country, num_employees, company_founding_year, num_ai_tools_used, ai_budget_percentage, ai_maturity_score, ai_failure_rate, regulatory_compliance_score, data_privacy_level, employee_satisfaction_score, task_automation_rate, jobs_created, reskilled_employees, revenue_growth_percent, innovation_score, customer_satisfaction",1.0,0.1,1.0,1,1.0,4477,4477,0.425,0.00048566731389585355,0,0
"[7.78,18.22], [-2646.45,3246.45], [22.625,45.375], 2.0, [11.542300000000001,43.1977], [-0.7000000000000002,6.7], 3.0, [3.725199999999999,12.0548], [0.1745,0.40549999999999997], 0.0, [42.76,67.24], [-259.335,285.335], [-1.1541500000000005,11.774149999999999], [3.7032,6.7368]","country, num_employees, company_age, company_age_group, ai_adoption_rate, years_using_ai, num_ai_tools_used, ai_budget_percentage, ai_maturity_score, data_privacy_level, ai_risk_management_score, jobs_displaced, cost_reduction_percent, customer_satisfaction",1.0,1.0,1.0,1,1.0,4478,4478,0.35,0.00048566731389585355,1,1
"2025.0, 2.0, [14.07,23.93], 1.0, 0.0, [3427.6191999999996,9820.3808], [3.6500000000000004,18.35], 4.0, 2.0, [19.3164,74.9436], [71.33,88.67], [36.877500000000005,61.3025], [9.73565,36.12435], [3.5002500000000003,12.379750000000001], [306.32,1149.68], [368.73,993.27], [0.27004999999999946,12.48995], [48.7,77.3], [4.2416,7.3384]","survey_year, quarter, country, region, company_size, annual_revenue_usd_millions, company_age, ai_primary_tool, ai_use_case, ai_training_hours, ai_risk_management_score, remote_work_percentage, task_automation_rate, time_saved_per_week, jobs_displaced, jobs_created, cost_reduction_percent, innovation_score, customer_satisfaction",2.0,1.0,1.0,1,1.0,4480,4480,0.475,0.00048566731389585355,1,1
"2025.0, 2.0, [-4741.535,4883.535], [19.65325,61.106750000000005], [7.55,10.45], 1.0, 3.0, [19.848399999999998,44.571600000000004], [1.3348000000000004,14.9252], [0.016449999999999992,0.50155], [4.958599999999999,31.6214], [-99039.14719999999,196396.74719999998], [53.59,70.41], 1.0, [2.83725,7.50275], [8.580300000000001,17.2197], [0.3179999999999996,7.402], [39.74,54.26], [3.5747999999999998,6.5451999999999995], 1.0, 1.0","survey_year, company_size, num_employees, ai_adoption_rate, years_using_ai, ai_primary_tool, ai_use_case, ai_training_hours, ai_budget_percentage, ai_maturity_score, ai_failure_rate, ai_investment_per_employee, regulatory_compliance_score, data_privacy_level, time_saved_per_week, revenue_growth_percent, cost_reduction_percent, innovation_score, customer_satisfaction, survey_source, data_collection_method",0.0,1.0,1.0,1,2.0,4482,4482,0.525,0.0009713346277917071,1,1
"3.0, [5.65,14.35], 2.0, [-6024.33,6154.33], [11.524199999999997,46.59143868226295], [4.25,9.75], 0.0, 2.0, [2.4899999999999998,9.51], [-225042.03280000002,256984.9528], 0.0, [9.55875,46.901250000000005], [0.9059999999999997,9.334], [-467.40500000000003,469.40500000000003], [-323.375,331.375], [48.2,65.8], 3.0","quarter, country, company_size, num_employees, ai_adoption_rate, years_using_ai, ai_primary_tool, num_ai_tools_used, ai_projects_active, ai_investment_per_employee, data_privacy_level, task_automation_rate, time_saved_per_week, jobs_created, reskilled_employees, innovation_score, survey_source",1.0,0.1,1.0,1,2.0,4484,4484,0.425,0.0009713346277917071,0,0
"2025.0, [0.7649999999999997,13.235], 0.0, 0.0, 0.0, 1.0, 6.0, [4.8506,34.2094], [6.199999999999999,11.68], [0.03149999999999997,0.5705], [9.61465,35.88535], [-170474.5212,202707.6612], 2.0, 0.0, [575.815,1296.185], [277.03000000000003,1198.97], [44.76999999999998,935.23], [-0.8246000000000007,8.3846], [38.173398606037736,72.08]","survey_year, country, region, company_size, ai_primary_tool, num_ai_tools_used, ai_use_case, ai_training_hours, ai_budget_percentage, ai_maturity_score, ai_failure_rate, ai_investment_per_employee, data_privacy_level, ai_ethics_committee, jobs_displaced, jobs_created, reskilled_employees, cost_reduction_percent, innovation_score",1.0,0.1,1.0,1,1.0,4485,4485,0.475,0.00048566731389585355,0,0
"2025.0, [23.925,34.075], 1.0, 4.0, [-481.3299999999999,11697.33], 1.0, [9.221599999999999,21.058400000000002], [-0.8766999999999996,20.2967], [41.989999999999995,82.01], 0.0, [4.2385,11.1615], [-249.81000000000006,409.65368126608297], [50.4,63.6], [5.9388000000000005,7.9612], 0.0","survey_year, country, region, industry, num_employees, company_age_group, ai_budget_percentage, ai_failure_rate, regulatory_compliance_score, data_privacy_level, time_saved_per_week, jobs_displaced, innovation_score, customer_satisfaction, survey_source",2.0,0.1,1.0,1,2.0,4487,4487,0.375,0.0009713346277917071,0,0
"2025.0, 1.0, 4.0, 0.0, [-481.3299999999999,11697.33], 1.0, 2.0, [25.340199999999996,60.8798], [0.4186,0.9114], [-0.8766999999999996,20.2967], [41.989999999999995,82.01], 0.0, 0.0, [25.738999999999997,90.221], [19.26465,35.695350000000005], [4.2385,11.1615], [-249.81000000000006,909.8100000000001], [129.53499999999997,1360.4650000000001], [3.4850499999999993,13.39495], [50.4,63.6], [5.9388000000000005,7.9612], 0.0","survey_year, region, industry, company_size, num_employees, company_age_group, ai_adoption_stage, ai_training_hours, ai_maturity_score, ai_failure_rate, regulatory_compliance_score, data_privacy_level, ai_ethics_committee, remote_work_percentage, task_automation_rate, time_saved_per_week, jobs_displaced, reskilled_employees, revenue_growth_percent, innovation_score, customer_satisfaction, survey_source",2.0,0.1,1.0,1,1.5,4487,4487,0.55,0.0007285009708437803,0,0
"[8.56,29.439999999999998], 8.0, 1.0, [2006.32,2029.68], [-3.375,19.375], [26.683949999999996,51.55605], [1.9,6.1], 2.0, 2.0, 6.0, [4.475599999999999,18.5044], [20.653550000000003,39.86645], [-105878.65040000001,407246.8504], 1.0, [20.553,61.587], [4.09375,6.546250000000001], [-285.69,311.69], [-428.66499999999996,448.66499999999996], [-862.2700000000001,866.2700000000001], [4.572749999999999,16.00725], [-5.755750000000001,5.755750000000001], [3.9263999999999997,6.833600000000001]","country, industry, company_size, company_founding_year, company_age, ai_adoption_rate, years_using_ai, ai_primary_tool, num_ai_tools_used, ai_use_case, ai_budget_percentage, ai_failure_rate, ai_investment_per_employee, ai_ethics_committee, remote_work_percentage, employee_satisfaction_score, jobs_displaced, jobs_created, reskilled_employees, revenue_growth_percent, cost_reduction_percent, customer_satisfaction",1.0,1.0,1.0,1,2.0,4489,4489,0.55,0.0009713346277917071,1,1
"1.0, [-1.7300000000000004,19.73], [-2629.8050000000003,2673.8050000000003], [4.125,19.875], [7.909950000000002,62.93005], 2.0, 3.0, [13.1899,34.0501], [0.06665000000000004,0.6133500000000001], [14.38825,28.11175], 1.0, [43.286500000000004,114.84647540536567], [4.7575,7.4825], [3.3362,25.2438], [2.7014999999999993,7.8185], [-527.1,527.1], [-415.36,417.36], [-1.3249,5.4049], [40.9,65.1]","quarter, country, num_employees, company_age, ai_adoption_rate, ai_adoption_stage, ai_use_case, ai_training_hours, ai_maturity_score, ai_failure_rate, data_privacy_level, remote_work_percentage, employee_satisfaction_score, task_automation_rate, time_saved_per_week, jobs_displaced, jobs_created, cost_reduction_percent, innovation_score",0.0,0.1,1.0,1,1.0,4493,4493,0.475,0.00048566731389585355,0,0
"0.0, [-4.699999999999999,12.7], 5.0, [1998.36,2015.64], [3.7769499999999994,43.72305], 3.0, [2.1,7.9], 0.0, [23.958399999999997,48.6816], [-2.670000000000001,13.77], [50.82,75.18], 2.0, [40.25,65.75], [-0.7277500000000003,6.94775], [-360.315,368.315], [-2.756450000000001,14.77645], [1.8720500000000007,7.00795], [4.3267999999999995,7.6132], 1.0","quarter, country, region, company_founding_year, ai_adoption_rate, ai_adoption_stage, years_using_ai, ai_use_case, ai_training_hours, ai_budget_percentage, regulatory_compliance_score, data_privacy_level, ai_risk_management_score, time_saved_per_week, jobs_created, revenue_growth_percent, cost_reduction_percent, customer_satisfaction, survey_source",1.0,0.1,1.0,1,1.4,4494,4494,0.475,0.000679934239454195,0,0
"0.0, 7.0, [-3844.1050000000005,5388.1050000000005], [-1653.5414500000002,2441.8214500000004], [2016.72,2027.28], [-3.1750000000000007,11.175], 0.0, 3.0, [-0.5,4.5], 3.0, 2.0, 7.0, [13.3232,41.1368], [8.042,14.618], [0.15164999999999998,0.54435], [21.5723,50.5877], [-198743.4204,314382.08040000004], [59.545,80.455], [3.2097499999999997,6.97025], [14.324100000000001,35.2359], [-201.765,307.765], [-3.3737999999999992,5.7738], [46.0,68.0], [3.6628,7.897200000000001], 1.0, 2.0","quarter, industry, num_employees, annual_revenue_usd_millions, company_founding_year, company_age, company_age_group, ai_adoption_stage, years_using_ai, ai_primary_tool, num_ai_tools_used, ai_use_case, ai_training_hours, ai_budget_percentage, ai_maturity_score, ai_failure_rate, ai_investment_per_employee, ai_risk_management_score, employee_satisfaction_score, task_automation_rate, jobs_displaced, revenue_growth_percent, innovation_score, customer_satisfaction, survey_source, data_collection_method",2.0,1.0,1.0,1,1.0,4495,4495,0.65,0.00048566731389585355,1,1
"2.0, [-4.51,6.51], [-5274.469999999999,6118.469999999999], [-1851.3314500000004,2244.0314500000004], [19.125,34.875], 2.0, [-0.10000000000000009,6.1], 2.0, 1.0, 5.0, [4.095299999999995,57.404700000000005], [8.3948,16.5052], [0.25705,0.46495], [2.454299999999999,15.785699999999999], 0.0, [46.894999999999996,83.105], [29.762499999999996,63.9575], [7.185649999999999,33.574349999999995], [55.68,80.32], 3.0","quarter, country, num_employees, annual_revenue_usd_millions, company_age, ai_adoption_stage, years_using_ai, ai_primary_tool, num_ai_tools_used, ai_use_case, ai_training_hours, ai_budget_percentage, ai_maturity_score, ai_failure_rate, data_privacy_level, ai_risk_management_score, remote_work_percentage, task_automation_rate, innovation_score, survey_source",1.0,1.0,1.0,1,1.0,4496,4496,0.5,0.00048566731389585355,1,1
"0.0, 8.0, 1.0, [1994.32,2009.68], [19.905999999999995,50.054], [3.9,10.1], 3.0, [5.05,14.95], [9.2991,42.5209], [1.5755999999999988,15.604400000000002], [25.675399999999996,46.0646], [-173774.3956,207182.4156], [31.062499999999993,65.2575], [8.59625,13.863750000000001], [-267.96500000000003,311.96500000000003], [0.9634,14.1766], [-1.3720000000000003,5.712], [51.3,66.7], [2.8432000000000004,7.4568], 2.0, 3.0","quarter, industry, company_size, company_founding_year, ai_adoption_rate, years_using_ai, num_ai_tools_used, ai_projects_active, ai_training_hours, ai_budget_percentage, ai_failure_rate, ai_investment_per_employee, remote_work_percentage, time_saved_per_week, jobs_created, revenue_growth_percent, cost_reduction_percent, innovation_score, customer_satisfaction, survey_source, data_collection_method",2.0,0.1,1.0,1,1.0,4497,4497,0.525,0.00048566731389585355,0,0
"2023.0, 0.0, 1.0, [-3804.3199999999997,5624.32], [2009.92,2030.08], [-6.625,12.625], [30.721600000000002,78.95840000000001], 2.0, 5.0, [21.4606,50.8194], [6.400399999999999,17.5796], [5.2659,21.734099999999998], [-191261.7996,267441.2996], 0.0, [45.7,76.3], [50.16,81.84], [3.0524000000000004,6.9076], 3.0, 2.0","survey_year, industry, company_size, num_employees, company_founding_year, company_age, ai_adoption_rate, ai_adoption_stage, ai_use_case, ai_training_hours, ai_budget_percentage, ai_failure_rate, ai_investment_per_employee, data_privacy_level, ai_risk_management_score, innovation_score, customer_satisfaction, survey_source, data_collection_method",2.0,1.0,1.0,1,1.0,4498,4498,0.475,0.00048566731389585355,1,1
"0.0, 3.0, 1.0, [19.125,34.875], 1.0, 2.0, 3.0, 0.0, [3.13,10.870000000000001], [-156124.19679999998,403649.0768], [13.347749999999998,40.73225], [-0.3312500000000007,9.45125], [-413.035,483.035], [0.9410499999999997,9.618950000000002], [48.82,79.18]","quarter, industry, company_size, company_age, company_age_group, ai_primary_tool, num_ai_tools_used, ai_use_case, ai_projects_active, ai_investment_per_employee, task_automation_rate, time_saved_per_week, jobs_displaced, cost_reduction_percent, innovation_score",2.0,0.1,1.0,1,1.0,4499,4499,0.375,0.00048566731389585355,0,0
"2024.0, [-1.0050000000000008,19.005000000000003], 2.0, 0.0, [8503.605,18914.395], [882.5140499999998,5976.74595], 3.0, [2.85,5.145729354132421], 7.0, [2.8499999999999996,9.15], [-13.022500000000004,44.9225], [-174215.63,214515.81], [77.7,118.3], [27.935,60.065], [4.1770000000000005,5.703], [-1.8260000000000005,7.806000000000001], [141.51500000000001,602.485], [-92.08500000000004,1034.085], [0.8349500000000001,6.32505], 0.0","survey_year, country, region, company_size, num_employees, annual_revenue_usd_millions, ai_adoption_stage, years_using_ai, ai_use_case, ai_projects_active, ai_training_hours, ai_investment_per_employee, regulatory_compliance_score, ai_risk_management_score, employee_satisfaction_score, time_saved_per_week, jobs_created, reskilled_employees, cost_reduction_percent, survey_source",0.0,0.1,1.0,1,1.0,4500,4500,0.5,0.00048566731389585355,0,0
"2024.0, 2.0, [-1.0050000000000008,19.005000000000003], 2.0, 0.0, [8503.605,18914.395], [882.5140499999998,5976.74595], 3.0, [2.85,5.145729354132421], 3.0, 7.0, [2.8499999999999996,9.15], [-13.022500000000004,44.9225], [-174215.63,214515.81], [77.7,118.3], [27.935,60.065], [4.1770000000000005,5.703], [-1.8260000000000005,7.806000000000001], [141.51500000000001,602.485], [-92.08500000000004,1034.085], [0.8349500000000001,6.32505], 0.0","survey_year, quarter, country, region, company_size, num_employees, annual_revenue_usd_millions, ai_adoption_stage, years_using_ai, num_ai_tools_used, ai_use_case, ai_projects_active, ai_training_hours, ai_investment_per_employee, regulatory_compliance_score, ai_risk_management_score, employee_satisfaction_score, time_saved_per_week, jobs_created, reskilled_employees, cost_reduction_percent, survey_source",0.0,0.1,1.0,1,1.0,4500,4500,0.55,0.00048566731389585355,0,0
"2.0, [6.17,21.83], 3.0, [10.6,27.4], 1.0, [5.699999999999999,10.3], 1.0, 0.0, [3.33,14.67], [5.618399999999999,15.701600000000001], 0.0, 0.0, [57.625,70.375], [25.1505,51.529500000000006], [6.156749999999999,23.58325], [2.6962499999999996,7.963750000000001], [-8.18999999999994,1092.19], [-4.012350000000001,13.012350000000001], [27.9,52.1], 0.0, 2.0","quarter, country, industry, company_age, company_age_group, years_using_ai, num_ai_tools_used, ai_use_case, ai_projects_active, ai_budget_percentage, data_privacy_level, ai_ethics_committee, ai_risk_management_score, remote_work_percentage, task_automation_rate, time_saved_per_week, jobs_created, revenue_growth_percent, innovation_score, survey_source, data_collection_method",2.0,1.0,1.0,1,1.0,4501,4501,0.525,0.00048566731389585355,1,1
"2025.0, 0.0, 0.0, 1.0, [6.793099999999999,62.566900000000004], 3.0, [3.2631999999999994,15.976799999999999], 0.0, 1.0, [49.975,78.025], [1.4662499999999992,6.733750000000001], [-386.25,492.25], [-282.22999999999996,580.23], [-2.234800000000001,11.994800000000001], [0.15944999999999965,7.42055], [50.76,69.24], [4.7387999999999995,6.7612000000000005]","survey_year, region, company_size, company_age_group, ai_adoption_rate, ai_adoption_stage, ai_budget_percentage, data_privacy_level, ai_ethics_committee, ai_risk_management_score, time_saved_per_week, jobs_displaced, jobs_created, revenue_growth_percent, cost_reduction_percent, innovation_score, customer_satisfaction",1.0,1.0,1.0,1,1.0,4502,4502,0.425,0.00048566731389585355,1,1
"3.0, [1996.6,2009.4], 1.0, 2.0, 1.0, [3.39,8.61], [35.9358,62.2042], [0.17019999999999996,0.6938], [1.6704500000000007,29.509549999999997], [18059.169599999994,336818.9504], 0.0, [47.095,62.905], [16.74,55.82000000000001], [8.247800000000002,26.1722], [1.42875,5.19125], [-606.95,622.95], [-256.65999999999997,278.65999999999997], [4.45685,13.843150000000001], [2.7615999999999996,7.4384]","quarter, company_founding_year, company_age_group, ai_adoption_stage, ai_use_case, ai_projects_active, ai_training_hours, ai_maturity_score, ai_failure_rate, ai_investment_per_employee, data_privacy_level, ai_risk_management_score, remote_work_percentage, task_automation_rate, time_saved_per_week, jobs_displaced, jobs_created, cost_reduction_percent, customer_satisfaction",2.0,1.0,1.0,1,1.0,4503,4503,0.475,0.00048566731389585355,1,1
"2023.0, 3.0, [15.765,28.235], 4.0, [18.1,41.9], 1.0, [36.63365,90.14635], [2.6999999999999997,9.3], 3.0, [35.3521,60.8479], [11.1424,23.4176], 1.0, [23.945499999999996,79.6345], [-622.09,678.09], [3.7658499999999986,19.77415], [61.519999999999996,76.48], [4.1652,7.5148], 0.0, 1.0","survey_year, quarter, country, industry, company_age, company_age_group, ai_adoption_rate, years_using_ai, num_ai_tools_used, ai_training_hours, ai_budget_percentage, ai_ethics_committee, remote_work_percentage, jobs_displaced, revenue_growth_percent, innovation_score, customer_satisfaction, survey_source, data_collection_method",2.0,0.1,1.0,1,1.0,4505,4505,0.475,0.00048566731389585355,0,0
"2026.0, 6.0, 0.0, [5581.735000000001,19528.265], [2007.76,2028.24], 3.0, [-6.621400000000001,26.541400000000003], [-2.2,2.2], 1.0, 2.0, [-5.000000000002225e-05,0.40805], [25.0985,36.8615], [-90167.9572,205267.9372], 0.0, 0.0, [44.505,69.495], [5.309,7.271], [-2.359250000000001,6.219250000000001], [-3.012000000000001,7.152000000000001], [49.18,62.82], [4.922000000000001,6.818], 2.0, 2.0","survey_year, industry, company_size, num_employees, company_founding_year, company_age_group, ai_adoption_rate, years_using_ai, num_ai_tools_used, ai_use_case, ai_maturity_score, ai_failure_rate, ai_investment_per_employee, data_privacy_level, ai_ethics_committee, ai_risk_management_score, employee_satisfaction_score, time_saved_per_week, revenue_growth_percent, innovation_score, customer_satisfaction, survey_source, data_collection_method",0.0,0.1,1.0,1,1.0,4506,4506,0.575,0.00048566731389585355,0,0
"0.0, 2.0, 2.0, [-2295.9587,2298.8387000000002], [1996.0,2020.0], [10.575,21.425], 1.0, [19.62655,59.47001060547206], 3.0, 7.0, [1.3000000000000003,6.699999999999999], [6.090799999999999,17.4892], [34.54,77.46000000000001], 1.0, [25.435499999999998,61.5845], [5.18575,8.07425], [-530.8950000000001,542.8950000000001], [5.320049999999999,17.53995], 2.0","quarter, region, company_size, annual_revenue_usd_millions, company_founding_year, company_age, company_age_group, ai_adoption_rate, num_ai_tools_used, ai_use_case, ai_projects_active, ai_budget_percentage, regulatory_compliance_score, ai_ethics_committee, remote_work_percentage, employee_satisfaction_score, reskilled_employees, cost_reduction_percent, data_collection_method",1.0,0.1,1.0,1,1.0,4507,4507,0.475,0.00048566731389585355,0,0
"3.0, 0.0, 3.0, [12.75,23.25], 1.0, [27.15585,71.62415], 4.0, 3.0, [-4.8536,50.7736], [33.702,61.05800000000001], [3.6072499999999996,5.73275], [28.077299999999997,41.0227], [2.5607499999999996,8.759250000000002], [3.071999999999999,6.548], 1.0, 0.0","quarter, region, industry, company_age, company_age_group, ai_adoption_rate, num_ai_tools_used, ai_use_case, ai_training_hours, remote_work_percentage, employee_satisfaction_score, task_automation_rate, cost_reduction_percent, customer_satisfaction, survey_source, data_collection_method",1.0,0.1,1.0,1,2.0,4508,4508,0.4,0.0009713346277917071,0,0
"1.0, 1.0, [-5026.610000000001,5580.610000000001], [-1132.2362500000002,1364.93625], [4.143464441061498,6.828984831373955], 2.0, [1.9,8.1], 2.0, [5.403599999999999,18.336399999999998], [0.21785000000000002,0.67215], [-2.1229999999999993,21.403], [51.25,94.75], 2.0, 1.0, [5.025,8.295], [14.0093,46.8707], [-269.53000000000003,295.53000000000003], [-851.365,916.6268283289589], [5.2164,8.1236], 1.0","quarter, company_size, num_employees, annual_revenue_usd_millions, company_age, ai_adoption_stage, years_using_ai, num_ai_tools_used, ai_budget_percentage, ai_maturity_score, ai_failure_rate, regulatory_compliance_score, data_privacy_level, ai_ethics_committee, employee_satisfaction_score, task_automation_rate, jobs_created, reskilled_employees, customer_satisfaction, data_collection_method",2.0,0.1,1.0,1,1.0,4516,4516,0.5,0.00048566731389585355,0,0
"2023.0, 1.0, [-4698.32,4730.32], [-1395.8566000000003,1400.9766000000002], [1990.12,2003.88], [13.05,38.95], 1.0, [-2.7,2.7], 1.0, 5.0, [-5.3999999999999995,5.3999999999999995], [41.269999999999996,64.73], [-614.95,614.95], [-509.70500000000004,511.70500000000004], [-2.8889500000000004,5.788950000000001], [44.519999999999996,59.480000000000004], 0.0","survey_year, region, num_employees, annual_revenue_usd_millions, company_founding_year, company_age, ai_adoption_stage, years_using_ai, num_ai_tools_used, ai_use_case, ai_projects_active, ai_risk_management_score, jobs_displaced, reskilled_employees, cost_reduction_percent, innovation_score, survey_source",0.0,1.0,1.0,1,1.0,4517,4517,0.425,0.00048566731389585355,1,1
"2025.0, 2.0, [-8.15,12.15], 5.0, 8.0, [-1868.7011,1927.0011000000002], [1997.32,2020.68], [9.35,22.65], [34.393249999999995,75.84675], [0.7999999999999998,5.2], 4.0, [3.88,16.12], [8.073899999999998,30.99706381467385], [13.8212,35.778800000000004], [-113072.3204,205687.4604], 2.0, [5.02025,7.79975], [14.755100000000002,45.6249], [13.022100000000002,22.6779], [11.42785,17.27215], [55.68,80.32], 2.0, 3.0","survey_year, quarter, country, region, industry, annual_revenue_usd_millions, company_founding_year, company_age, ai_adoption_rate, years_using_ai, num_ai_tools_used, ai_projects_active, ai_training_hours, ai_failure_rate, ai_investment_per_employee, data_privacy_level, employee_satisfaction_score, task_automation_rate, revenue_growth_percent, cost_reduction_percent, innovation_score, survey_source, data_collection_method",1.0,0.1,1.0,1,1.0,4518,4518,0.575,0.00048566731389585355,0,0
"2023.0, 0.0, [-7.295,13.295], 3.0, 4.0, 1.0, [-5652.76,6918.76], [2009.04,2018.96], [4.625,13.375], [25.4386,58.601400000000005], 0.0, 2.0, 2.0, [2.9186999999999976,42.32130000000001], [0.09800000000000003,0.56], [49.79,78.21], [50.035,71.965], [12.875999999999998,55.864], [4.487749999999998,31.87225], [-6.6043,5.084300000000001], [60.62,73.38], 1.0","survey_year, quarter, country, region, industry, company_size, num_employees, company_founding_year, company_age, ai_adoption_rate, ai_primary_tool, num_ai_tools_used, ai_use_case, ai_training_hours, ai_maturity_score, regulatory_compliance_score, ai_risk_management_score, remote_work_percentage, task_automation_rate, revenue_growth_percent, innovation_score, data_collection_method",0.0,0.1,1.0,1,1.3333333333333333,4519,4519,0.55,0.0006475564185278047,0,0
"3.0, [6.36,15.64], 1.0, 7.0, 1.0, [-7004.125,7728.125], [1.0999999999999996,24.9], 3.0, [26.635849999999998,71.10415], 2.0, [4.45,11.55], 3.0, [30.423199999999998,58.2368], [6.737199999999999,21.6428], [15.48465,41.75535], [-56116.55,138249.16999999998], [40.86,79.14], 1.0, 1.0, [57.23,84.77], [9.918000000000006,80.262], [3.88575,6.77425], [5.34825,15.431750000000001], [-502.1,552.1], [-294.27,330.27], [4.967699999999999,9.5723], 2.0, 1.0","quarter, country, region, industry, company_size, num_employees, company_age, company_age_group, ai_adoption_rate, ai_adoption_stage, years_using_ai, num_ai_tools_used, ai_training_hours, ai_budget_percentage, ai_failure_rate, ai_investment_per_employee, regulatory_compliance_score, data_privacy_level, ai_ethics_committee, ai_risk_management_score, remote_work_percentage, employee_satisfaction_score, time_saved_per_week, jobs_displaced, jobs_created, cost_reduction_percent, survey_source, data_collection_method",1.0,0.1,1.0,1,1.0,4521,4521,0.7,0.00048566731389585355,0,0
"3.0, [6.36,15.64], 1.0, 7.0, 1.0, [-7004.125,7728.125], [1.0999999999999996,24.9], 3.0, [26.635849999999998,71.10415], 2.0, [4.45,11.55], 3.0, [30.423199999999998,58.2368], [6.737199999999999,21.6428], [15.48465,48.275309497252685], [-56116.55,138249.16999999998], [40.86,79.14], 1.0, [57.23,84.77], [9.918000000000006,80.262], [3.88575,6.77425], [5.34825,15.431750000000001], [-294.27,330.27], [4.967699999999999,9.5723], 2.0, 1.0","quarter, country, region, industry, company_size, num_employees, company_age, company_age_group, ai_adoption_rate, ai_adoption_stage, years_using_ai, num_ai_tools_used, ai_training_hours, ai_budget_percentage, ai_failure_rate, ai_investment_per_employee, regulatory_compliance_score, data_privacy_level, ai_risk_management_score, remote_work_percentage, employee_satisfaction_score, time_saved_per_week, jobs_created, cost_reduction_percent, survey_source, data_collection_method",1.0,0.1,1.0,1,1.0,4521,4521,0.65,0.00048566731389585355,0,0
"1.0, 1.0, [-764.8062500000001,1732.36625], [1990.52,1999.48], [19.6,36.4], [38.22655,66.11345], 2.0, [-1.35,5.35], 6.0, [3.42,14.58], [30.4773,52.8827], [11.715599999999998,20.264400000000002], [0.41380000000000006,0.6602], [2799.3159999999916,274911.324], 0.0, [47.7,78.3], [65.81899999999999,91.221], [4.84275,7.07725], [9.5578,27.4822], [6.766249999999999,12.033750000000001], [-548.025,594.025], [-349.84999999999997,435.84999999999997], [48.32,67.68], 3.0","quarter, company_size, annual_revenue_usd_millions, company_founding_year, company_age, ai_adoption_rate, ai_adoption_stage, years_using_ai, ai_use_case, ai_projects_active, ai_training_hours, ai_budget_percentage, ai_maturity_score, ai_investment_per_employee, ai_ethics_committee, ai_risk_management_score, remote_work_percentage, employee_satisfaction_score, task_automation_rate, time_saved_per_week, jobs_displaced, reskilled_employees, innovation_score, survey_source",2.0,0.1,1.0,1,1.0,4523,4523,0.6,0.00048566731389585355,0,0
